title,body,label,url
version.hpp and Source Releases,"| | |
|:---|:---|
|**_F´ Version_**| |
|**_Affected Component_**|  |
---
## Feature Description

We should allow version to work on downloaded (not cloned) git releases.",non-bug,https://github.com/nasa/fprime/issues/1252
Command-line MathOp port creation in Math-Component tutorial fails,"| | |
|:---|:---|
|**_F´ Version_**|3.2.0 |
|**_Affected Component_**| CLI Port Creation  |
---
## Problem Description
Step 3.1 of the math component tutorial fails when using the command-line port creation tool.

## How to Reproduce

$ fprime-util new --port
Port Name [ExamplePort]: MathOp
Short Description [Example usage of port]: Port for math operations
Directory Name [.]: MathPorts
Port Namespace [Ref]:
Would you like to add an argument?: y
Argument name: val1
Argument type (Valid primitive types are: I8, I16, I32, U8, U16, U32, F32, F64, NATIVE_INT_TYPE, NATIVE_UNIT_TYPE, and POINTER_CAST. You may also use your own user-defined types): F32
Short description of argument: First operand
Would you like to add another argument?: y
Argument name: op
Argument type (Valid primitive types are: I8, I16, I32, U8, U16, U32, F32, F64, NATIVE_INT_TYPE, NATIVE_UNIT_TYPE, and POINTER_CAST. You may also use your own user-defined types): MathOp
Short description of argument: Operation
Would you like to add another argument?: y
Argument name: val2
Argument type (Valid primitive types are: I8, I16, I32, U8, U16, U32, F32, F64, NATIVE_INT_TYPE, NATIVE_UNIT_TYPE, and POINTER_CAST. You may also use your own user-defined types): F32
Short description of argument: Second operand
Would you like to add another argument?: n
...
[ERROR] Failed to create port. CMake erred with return code 2

## Expected Behavior

A successful port creation. 

## Note
The port does become operational when fpp-from-xml is used on the output
",bug,https://github.com/nasa/fprime/issues/2019
Improve path names of config headers,"@LeStarch and I have discussed the following issue with the path names of header files included from `config`:

* In a typical project, many headers in `config` exist in two versions: the default one in `[fprime root]/config` and the project-specific one in `[project-root]/config`.
* The build system includes only one of `[fprime root]/config` and `[project root]/config` in the list of include header paths. The idea is that for any header `H.hpp`, only one of `[fprime root]/config/H.hpp` and `[project root]/config/H.hpp` is included, and this choice is made consistently everywhere.
* However, if one writes `#include ""config/H.hpp""`, then there is a **danger** that the wrong header will be picked up, because `[fprime root]` and `[project root]` are both in the list of include paths.
* The current approach is to write `#include <H.hpp>` when `H.hpp` is a manually written file (so that there's a corresponding version in `[fprime root]/config`). For example, we write `#include <FpConfig.hpp>` and not `#include ""config/FpConfig.hpp""`. However, (1) this approach is brittle, because the compiler cannot enforce it; and (2) for auto-generated files like `FppConstantsAc.hpp` we need to write `#include ""config/FppConstantsAc.hpp""` to distinguish files in located in `config` from files located elsewhere.

A better solution would be to allow and require the spelling `#include ""config/H.hpp""` everywhere, and have the build system ensure that this spelling specifies an unambiguous location. We could do this by putting `config` in another directory, and having the build system place that directory, instead of `config`, in the list of include paths.

Here is the suggestion from @LeStarch:

>I would suggest for F´:
 >   default/config/….headers…
 >
>I would suggest for projects:
>    project/config/….headers…

",non-bug,https://github.com/nasa/fprime/issues/2640
"Clearer Terminal Messages for ""fprime-gds"" and ""nodemon [visualizer]"" Commands","| | |
|:---|:---|
|**_F´ Version_**| 3.2.0
|**_Affected Component_**|  GDS and visualizer activation
---
## Feature Description

Add a link to http://localhost:5000 as part of the message emitted in the terminal when `fprime-gds` is successfully run; add a note that the user can quit out using `Ctrl-C` as part of the message emitted when `nodemon [fprime-visual-path]/server/index.js ./.fpv-env` does the same.

## Rationale

I've noticed as I've worked with F' projects and tools more that `fprime-gds` tells the user that they can shut down the system by entering `Ctrl-C`, but that it doesn't give a link to the browser page where the GDS is running. I know that for some people it starts automatically; however, this has never happened for me personally, and I feel it would be a simple and worthwhile inclusion to the terminal message which accompanies a successful execution of the command.
Inversely, running the command to boot up the fprime visualizer gives a link to the browser page where it can be used, but does not inform the user of how to close out of said visualizer (using `Ctrl-C`). This isn't a huge deal, as `Ctrl-C` is a reasonably standard quit command from what I can tell, but it would help some newer users and make the two tools more consistent. 
I'll attach two screenshots below from the terminal--depicting a terminal in which I launched both the GDS and Visualizer earlier today in a recently-created project--for reference.

<img width=""840"" alt=""Screenshot 2023-07-21 101058"" src=""https://github.com/nasa/fprime/assets/116765885/cc25a328-073d-4411-9431-649cc704ba82"">

<img width=""850"" alt=""Screenshot 2023-07-21 101224"" src=""https://github.com/nasa/fprime/assets/116765885/c36e1ddc-c4a9-4ae5-a845-c43078bb1180"">",non-bug,https://github.com/nasa/fprime/issues/2151
GDS notification functionality,"| | |
|:---|:---|
|**_F´ Version_**| |
|**_Affected Component_**| GDS |
---
## Feature Description

Add a functionality to display notifications in the F´ GDS. These could be displayed in the UI when specific events happen (e.g. failed to open Downlink storage directory, etc...).

## Rationale

Discussed when reviewing https://github.com/nasa/fprime/issues/1970. Instead of crashing the GDS when downlink is not possible, send a notification. 
",non-bug,https://github.com/nasa/fprime/issues/2373
Resolve Warnings for `-Wshadow`,"| | |
|:---|:---|
|**_F´ Version_**| |
|**_Affected Component_**|  |
---
## Feature Description

Many bits of code in F´ produce warnings when compiling with `-Wshadow`.  We should fix these warnings.  The style guidelines inform us that recommended practice is to use `m_` prefixes for members to avoid this collision.

## Rationale

Code quality.",non-bug,https://github.com/nasa/fprime/issues/2491
Adding deregCommands option to CmdDispatcher,"| | |
|:---|:---|
|**_F´ Version_**| 2.0 |
|**_Affected Component_**|  Svc/CmdDispatcher |
---
## Feature Description

F Prime CommandDispacher currently does not have an option to deregister commands. This causes a duplicate command register segment fault crash when a client disconnects and reconnects back to the server.
To better understand the situation, let’s assume we have the following configuration:

![image](https://user-images.githubusercontent.com/35859004/116198539-e9ccc000-a6ea-11eb-83f2-39b343b505c6.png)

`Ref` loads before `Backplane` and listens on port `4555`. When `Backplane` loads, it connects to `Ref` as a client, and all `Backplane` CMDs get registered to `Ref` `CmdDispacher` table.
Now the issue is when `Backplane` drops, its CMDs still stay registered in the `Ref` `CmdDispacher` table. When `Backplane` tries to reconnect back to `Ref` since all its CMDs are still registered in `Ref`, it causes FW_ASSERT due to duplicate opcode, causing `Ref` to crash with segment fault error.

## Rationale

It might be a good idea to add `deregCommands` (an opposite of `regCommands`) that could be used to deregister all the CMDs when a client gracefully goes down. This will allow the client to reconnect back to the server without causing duplicate opcode registration issue.

These are two ways that come to my mind to resolve this issue:

1. Check for OpCode before registering it. This could be done by the following to `compCmdReg_handler` shown below:

https://github.com/nasa/fprime/blob/e165c914b0d0240eba8164c52f8856ce90bee3dc/Svc/CmdDispatcher/CommandDispatcherImpl.cpp#L34-L49

Add this to line 35 above
```c++
// search for opcode in dispatch table
        for (U32 entry = 0; entry < FW_NUM_ARRAY_ELEMENTS(this->m_entryTable); entry++) {
            if ((this->m_entryTable[entry].used) and (opCode == this->m_entryTable[entry].opcode)) {
                return;
            }
        }

```

2. Add `deregCommands()` to Svc/CmdDispatcher. This could be achieved by the following steps:

a) 
In 
https://github.com/nasa/fprime/blob/e165c914b0d0240eba8164c52f8856ce90bee3dc/Svc/CmdDispatcher/CommandDispatcherComponentAi.xml#L17-L21

Add `compCmdDereg` port and `OpCodeDeregistered` event:

```xml
        <port name=""compCmdDereg"" data_type=""Fw::CmdReg"" kind=""guarded_input"" max_number = ""$CmdDispatcherComponentCommandPorts"">
            <comment>
            Command Deregistration Port. max_number should match dispatch port.
            </comment>
        </port>

...

        <event id=""2"" name=""OpCodeDeregistered"" severity=""DIAGNOSTIC"" format_string = ""Opcode 0x%04X deregistered to port %d slot %d"" >
            <comment>
            Op code deregistered event
            </comment>
            <args>
                <arg name=""Opcode"" type=""U32"">
                    <comment>The opcode to deregister</comment>
                </arg>          
                <arg name=""port"" type=""I32"">
                    <comment>The deregister port</comment>
                </arg>          
                <arg name=""slot"" type=""I32"">
                    <comment>The dispatch slot it was freed</comment>
                </arg>          
            </args>
        </event>
```

b)
Update [CommandDispatcherImpl.cpp](https://github.com/nasa/fprime/blob/devel/Svc/CmdDispatcher/CommandDispatcherImpl.cpp) to handle the requests.

c)
Update [Component Autocoder](https://github.com/nasa/fprime/blob/devel/Autocoders/Python/src/fprime_ac/generators/templates/component/cpp.tmpl) template to autogenerate `deregCommnds` for each component.",non-bug,https://github.com/nasa/fprime/issues/502
Updates to support old-style parallel projects,"| | |
|:---|:---|
|**_F´ Version_**| |
|**_Affected Component_**|   |
---
## Problem Description

1. in include of FPrime.cmake set FPRIME_CURRENT_MODULE to PROJECT_NAME
2. Consider adding combined deployment and project to fprime-util new
3. Add notes that in order to run `fprime-util new deployment`, a `CMakeLists.mk` must exist in the root of the repo",bug,https://github.com/nasa/fprime/issues/2680
ini-to-stdio.py Returns Real Paths,"| | |
|:---|:---|
|**_F´ Version_**| |
|**_Affected Component_**|   |
---
## Problem Description

`ini-to-stdio.py` returns real paths. However, this causes issues when building on symlinked paths as CMake does not deal in realpaths.",bug,https://github.com/nasa/fprime/issues/2450
Implement core Class 1 CFDP procedures without transaction closure,"| | |
|:---|:---|
|**_F´ Version_**| |
|**_Affected Component_**|  |
---
## Feature Description

Implement the CFDP Protocol for Class 1 file delivery from the CFDP Recommended Standard. This would introduce the core functionality for unreliable file transfers.

Recommended Standard:
https://public.ccsds.org/Pubs/727x0b5.pdf

## Rationale

Supports https://github.com/nasa/fprime/issues/2768.
",non-bug,https://github.com/nasa/fprime/issues/2798
Script to generate parameter commands,"| | |
|:---|:---|
|**_F´ Version_**|3.x |
|**_Affected Component_**| All |
---
## Feature Description

Add script to generate parameter setting sequence. The script can use default value where specified, and put error-causing argument in one where they are not to force the user to fill them in. The script can use the XML dictionary.

## Rationale

An automated way to intialize parameters without requiring the user to go component by component and manually build a list.
",non-bug,https://github.com/nasa/fprime/issues/1751
"UT Autocoder Requires Events, Channels, or Commands When using the Associated Role Ports","| | |
|:---|:---|
|**_F´ Version_**| |
|**_Affected Component_**|   |
---
## Problem Description

Define role ports for commands, or telemetry, or events, or any combination therein....but fail to define commands or events or telemetry.  Then generate and build the UTs.  This results in a linking error.

**e.g.** just role port definitions.
```
    @ Port for receiving commands
    command recv port CmdDisp

    @ Port for sending command registration requests
    command reg port CmdReg

    @ Port for sending command response
    command resp port CmdResponseOut

    @ Port for emitting events
    event port Log

    @ Port for emitting text events
    text event port LogText

    @ Port for getting the time
    time get port Time

    @ Port for sending telemetry out
    telemetry port TlmOut
```",bug,https://github.com/nasa/fprime/issues/1206
Update Seqgen to support complex commanding,"| | |
|:---|:---|
|**_F´ Version_**| |
|**_Affected Component_**|  |
---
## Feature Description

Update GDS Seqgen to support complex types commanding




",non-bug,https://github.com/nasa/fprime/issues/2157
Refactor Os::IntervalTimer into CMake Selection,"| | |
|:---|:---|
|**_F´ Version_**| |
|**_Affected Component_**|  |
---
## Feature Description


- [ ] Is IntervalTimer needed as independent from Svc time code?  Do we need an Os::Time implementation too?
- [ ] Refactor Os::IntervalTimer into the Interface, Os::IntervalTimer, and Implementation classes (following pattern of Os::File)
- [ ] Implement Posix implementation
- [ ] Implement Stub implementation
- [ ] Implement Test stub implementation
- [ ] Build common rules-based tests
- [ ] Build specific posix tests
- [ ] Build stub interface tests
- [ ] Setup default posix implementation for Posix platforms
- [ ] Document
",non-bug,https://github.com/nasa/fprime/issues/2726
Improvement of NMEA message parsing on GPS tutorial,"| | |
|:---|:---|
|**_F´ Version_**| 2.0.0|
|**_Affected Component_**| gpscomponentimpl.cpp |
---
## Feature Description

Minor improvement can be added for nmea parsing message to include lat long data from GLONASS or other satellite. In other word, NMEA parsing part of the component's code should include message starting with ""$GLGGA"" and ""$GNGGA"" as well. 

## Rationale
I imagined this is probably going to be in a very low priority but Include this will ensure more data is received and processed.  
",non-bug,https://github.com/nasa/fprime/issues/950
Color-coding interlaced Events in the API Log,"| | |
|:---|:---|
|**_F´ Version_**| |
|**_Affected Component_**|  |
---
One feature that wasn't completed this summer was to color-code interlaced event logs based on severity. Presently, interlacing events are implemented by making the API a consumer of the event decoder in the GDS and then filtering events. Modifying the color of these log messages can be done [here](https://github.com/nasa/fprime/blob/717bc6fab85c53680108fc961cad6338e779816f/Gds/src/fprime_gds/common/testing_fw/api.py#L1258).
",non-bug,https://github.com/nasa/fprime/issues/2649
"F´ GDS Error in Error ""TypeError: sequence item 0: expected str instance, PosixPath found"" ","| | |
|:---|:---|
|**_F´ Version_**| |
|**_Affected Component_**|   |
---
## Problem Description

When an error arises within the application running code, it triggers another error `TypeError: sequence item 0: expected str instance, PosixPath found` that is reported.

This is caused by not converting `PosixPath` to `str` in our error reporting code.",bug,https://github.com/nasa/fprime/issues/2669
Update Svc::BufferManager data structures to align with allocation,"| | |
|:---|:---|
|**_F´ Version_**| 3.0.0 |
|**_Affected Component_**| `Svc::BufferManager`` |
---
## Feature Description

Reorganize internal data structures to honor alignment.

## Rationale

The data structures tracking memory buffers in `Svc::BufferManager` look like this:

```c++
        struct AllocatedBuffer
        {
            Fw::Buffer buff; //!< Buffer class to give to user
            U8 *memory;      //!< pointer to memory buffer
            U32 size;        //!< size of the buffer
            bool allocated;  //!< this buffer has been allocated
        };
```

The issue is that if a user wants to get [aligned](https://github.com/nasa/fprime/pull/1348) buffers, the `memory` member is not aligned. 

The proposal would be to reorganize the data structures so that the memory pointers retain the alignment. This could be done by placing the `AllocatedBuffer` structs at the end of the overall allocated buffer.",non-bug,https://github.com/nasa/fprime/issues/1349
Fix Bad Settings.ini Overlay,"| | |
|:---|:---|
|**_F´ Version_**| |
|**_Affected Component_**|   |
---
## Problem Description

This was implemented incorrectly
",bug,https://github.com/nasa/fprime/issues/1461
